 "cname" , "desc" ,
 "INTELLIGENT SYSTEMS" , "Knowledge representation and reasoning. Uncertainty and conflict resolution. Design of intelligent systems. Grammar-based, rule-based, and blackboard architectures. A project is required. Laboratory: two hours per week." ,
